subject_id,game_master,treatment,session,ll_E,post_E,ll_L1,post_L1,ll_L2,post_L2,ll_L3,post_L3,ll_D1,post_D1,ll_D2,post_D2,ll_S,post_S,t_hat,posterior_entropy,max_posterior,w_deep,cat,margin_L1_L2,margin_L2_L3
02_06,14,Baseline,2,-62.965401676809144,3.158887244771179e-08,-74.41727078200279,3.357767060175653e-13,-45.69494666771017,0.9999940930171863,-69.46342820145392,4.758576563264136e-11,-58.502729370419445,2.7393535126015517e-06,-58.37110411834503,3.1247278779137204e-06,-63.996538954555575,1.1264629040832321e-08,L2,8.135444290012527e-05,0.9999940930171863,0.9999972606461515,deep,-0.9999940930168506,0.9999940929696006
02_06,15,Baseline,2,-66.57408320888983,8.984961235773324e-10,-73.85059529972283,6.213941483520104e-13,-45.743789853736786,0.999994631126375,-69.75257817409613,3.742082720949712e-11,-58.29883686948023,3.5270371115674345e-06,-58.95139711234658,1.8365667473157742e-06,-65.0007376012012,4.3332278257534615e-09,L2,7.40107336760098e-05,0.999994631126375,0.999996472962267,deep,-0.9999946311257536,0.9999946310889541
02_06,16,Baseline,2,-64.12387804356989,1.0414261850060268e-08,-73.33233316645892,1.0433913846339903e-12,-45.743789853736786,0.9999985513550027,-68.66159992476963,1.1140916511646712e-10,-59.674575390588686,8.911197798145501e-07,-60.18212336112482,5.364272119965964e-07,-64.1089123122036,1.0571290992419159e-08,L2,2.199589972065907e-05,0.9999985513550027,0.9999991088791768,deep,-0.9999985513539593,0.9999985512435935
02_07,1,Baseline,2,-73.76146087095763,1.4141239767771509e-10,-51.08213092512297,0.9999892576430138,-76.60959220546864,8.195203902105395e-12,-62.536943570812916,1.05982317361661e-05,-67.70041093049134,6.064123390491828e-08,-71.61293022894773,1.2122229110049036e-09,-67.39717781296908,8.212218561468913e-08,L1,0.0001345190581593009,0.9999892576430138,1.0681715752293373e-05,shallow,0.9999892576348186,-1.0598223540962199e-05
02_07,2,Baseline,2,-76.31540392404042,1.2252390891541544e-11,-51.190104328398704,0.9999995724795907,-79.96364321417029,3.1901466758516414e-13,-65.88294993873747,4.158895828079543e-07,-71.82418448591272,1.093283170365242e-09,-74.82664106007488,5.4297813371733035e-11,-69.56479134467081,1.0470673957491644e-08,L1,6.75467661765221e-06,0.9999995724795907,4.264271259843768e-07,shallow,0.9999995724792717,-4.158892637932867e-07
02_07,3,Baseline,2,-76.0370752496808,1.4473513102197092e-11,-51.07837493540873,0.9999994947438752,-79.96364321417029,2.8529040057922526e-13,-65.59323574643484,4.969078123509266e-07,-71.71245509292275,1.0932830853780562e-09,-74.50551272076775,6.694576575904191e-11,-69.8312710049849,7.173324836442668e-09,L1,7.876821319048664e-06,0.9999994947438752,5.041628417566311e-07,shallow,0.9999994947435898,-4.969075270605261e-07
02_07,4,Baseline,2,-75.99175224810115,7.414811289607325e-13,-48.061625593884166,0.9999999707434852,-79.33308424185375,2.6240859468767394e-14,-65.51005042570382,2.643902070398198e-08,-70.58761265067838,1.6484968025066905e-10,-74.33642226533286,3.8815106289579e-12,-67.81108850577642,2.6479953864541926e-09,L1,5.467091851683301e-07,0.9999999707434852,2.9091665323053558e-08,shallow,0.999999970743459,-2.643899446312251e-08
02_07,5,Baseline,2,-76.3829209978828,5.56539865283025e-12,-50.46846869680126,0.9999998030435154,-79.84802044549068,1.7402943459810288e-13,-65.93908149463685,1.9107248184401542e-07,-71.10254885431529,1.0932834224370005e-09,-74.85135846896978,2.5742186567786232e-11,-69.63164688723737,4.7592374201292535e-09,L1,3.2675029054605016e-06,0.9999998030435154,1.9586320087879988e-07,shallow,0.9999998030433414,-1.9107230781458082e-07
02_07,6,Baseline,2,-74.18909728873655,8.93832606118446e-11,-51.05101267858971,0.9999969173923898,-77.6541967363444,2.7950052237325088e-12,-63.74525778549059,3.0687256216103114e-06,-69.60346072996184,8.765422348095388e-09,-72.6575347598235,4.134331993516899e-10,-70.24584056627532,4.610954413222809e-09,L1,4.2299969454121875e-05,0.9999969173923898,3.0738421874887214e-06,shallow,0.9999969173895948,-3.0687228266050877e-06
02_07,7,Baseline,2,-75.40575543355673,2.7100877490120515e-11,-51.07430140313987,0.9999990215594828,-78.53904258061898,1.1809024803452924e-12,-64.96191593031078,9.304332439068996e-07,-70.5517768510724,3.4756774531838944e-09,-73.87102024190814,1.2575069033662855e-10,-68.00483225165912,4.437756327123642e-08,L1,1.4722530896752869e-05,0.9999990215594828,9.749648396484431e-07,shallow,0.9999990215583019,-9.304320630044193e-07
02_07,8,Baseline,2,-75.40575543355673,2.7100877490120515e-11,-51.07430140313987,0.9999990215594828,-78.53904258061898,1.1809024803452924e-12,-64.96191593031078,9.304332439068996e-07,-70.5517768510724,3.4756774531838944e-09,-73.87102024190814,1.2575069033662855e-10,-68.00483225165912,4.437756327123642e-08,L1,1.4722530896752869e-05,0.9999990215594828,9.749648396484431e-07,shallow,0.9999990215583019,-9.304320630044193e-07
02_07,9,Baseline,2,-76.40935523437201,1.1153684058560422e-11,-51.190104328398704,0.9999996422174745,-78.28924881637097,1.7021229569594628e-12,-66.11660117711962,3.2923396256367175e-07,-71.51718303730352,1.4861468596661689e-09,-75.24836177949061,3.561487212897895e-11,-68.61701658699332,2.701394517326887e-08,L1,5.77425521607594e-06,0.9999996422174745,3.562963784160851e-07,shallow,0.9999996422157724,-3.2923226044071477e-07
02_07,10,Baseline,2,-72.57915972491406,1.5058283003818703e-10,-49.96265282901232,0.9999990784691325,-76.05673248254877,4.650340956365703e-12,-63.894581244094056,8.901023893596069e-07,-67.37208657656076,2.7490243718885377e-08,-71.08195739232363,6.729800131667314e-10,-69.55128805829276,3.11002164549974e-09,L1,1.3879624592905908e-05,0.9999990784691325,8.940406241892679e-07,shallow,0.9999990784644821,-8.900977390186505e-07
02_07,11,Baseline,2,-76.43511348309552,1.1026163570715692e-11,-51.20436375888414,0.9999995633408959,-76.24610673567774,1.3320147018493244e-11,-66.19910824148661,3.075140931826827e-07,-69.52744425217297,1.1025214831554917e-08,-73.88684214095859,1.4096932269886584e-10,-67.15733036849898,1.1795448039445796e-07,L1,7.135303529194141e-06,0.9999995633408959,4.2563388921042877e-07,shallow,0.9999995633275758,-3.0750077303566424e-07
02_07,12,Baseline,2,-72.30588429262966,5.929411192471719e-10,-51.05995963512402,0.9999986426394057,-75.89522964461902,1.6374901218940855e-11,-64.98149107476164,8.994046459622362e-07,-67.91760905330709,4.773262189923949e-08,-71.2489095630894,1.7062782756434616e-09,-65.77218311252692,4.0790773216795947e-07,L1,2.0731793314903273e-05,0.9999986426394057,1.3096279724263053e-06,shallow,0.9999986426230308,-8.993882710610173e-07
02_07,13,Baseline,2,-74.42611464973317,8.726730382285368e-11,-51.26406973328253,0.9999996665581835,-79.0786909226625,8.322683060674801e-13,-66.31261831687983,2.9140583567741584e-07,-70.33321933148711,5.228455428500362e-09,-74.0820289461416,1.2310794469177707e-10,-68.3873876095684,3.659631774254014e-08,L1,5.449882838858401e-06,0.9999996665581835,3.282133609367767e-07,shallow,0.9999996665573513,-2.914050034091098e-07
02_07,14,Baseline,2,-72.49509908556429,1.9359857318432815e-11,-47.827280048816334,0.9999996327250892,-78.8062781938533,3.5155387654480705e-14,-62.65871962404139,3.620657750835736e-07,-68.46136020633037,1.0932832362306442e-09,-71.57099659837431,4.877921007809147e-11,-67.15240208828996,4.047678189557196e-09,L1,5.839649266866105e-06,0.9999996327250892,3.6618162749591496e-07,shallow,0.999999632725054,-3.6206573992818597e-07
